customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
14467,18,4,598.76,2,2,3,223,At Risk
16352,18,2,494.44,2,3,3,233,At Risk
12936,18,4,1063.9,2,2,2,222,At Risk
16655,18,6,3794.52,2,1,1,211,Hibernating
12656,18,5,4051.17,2,2,1,221,Hibernating
14834,18,6,1720.3,2,1,2,212,Hibernating
17075,18,4,834.12,2,2,3,223,At Risk
13456,18,6,1766.72,2,1,2,212,Hibernating
12474,18,18,7375.79,2,1,1,211,Hibernating
15699,18,1,309.65,2,4,4,244,At Risk
12483,18,8,2484.98,2,1,1,211,Hibernating
17759,18,3,834.99,2,3,3,233,At Risk
15634,18,1,243.55,2,5,5,255,At Risk
14329,18,7,5014.84,2,1,1,211,Hibernating
16956,18,1,308.74,2,4,4,244,At Risk
16365,18,9,1540.42,2,1,2,212,Hibernating
17453,18,2,486.72,2,3,4,234,At Risk
16722,18,13,4730.81,2,1,1,211,Hibernating
17338,18,8,6643.93,2,1,1,211,Hibernating
13268,18,11,3214.69,2,1,1,211,Hibernating
13488,18,13,8968.31,2,1,1,211,Hibernating
13363,18,2,992.5,2,3,2,232,At Risk
14506,18,5,2012.17,2,2,2,222,At Risk
15671,19,7,2657.13,2,1,1,211,Hibernating
16366,19,1,327.3,2,4,4,244,At Risk
16139,19,3,635.41,2,3,3,233,At Risk
14449,19,4,907.1,2,2,3,223,At Risk
15738,19,16,4812.42,2,1,1,211,Hibernating
14447,19,5,1163.23,2,2,2,222,At Risk
14030,19,8,2360.09,2,1,1,211,Hibernating
13823,19,2,957.66,2,3,2,232,At Risk
17432,19,2,365.76,2,3,4,234,At Risk
14300,19,1,43.2,2,5,5,255,At Risk
15163,19,2,304.47,2,4,4,244,At Risk
13862,19,8,2209.36,2,1,1,211,Hibernating
12904,19,2,509.58,2,3,3,233,At Risk
17253,19,1,178.26,2,5,5,255,At Risk
14551,19,2,186.23,2,4,5,245,At Risk
15132,19,5,977.93,2,2,2,222,At Risk
15179,19,5,2206.95,2,2,1,221,Hibernating
15567,19,1,186.01,2,5,5,255,At Risk
12504,19,2,482.05,2,3,4,234,At Risk
13282,19,3,1132.14,2,3,2,232,At Risk
12795,19,1,430.48,2,5,4,254,At Risk
15857,19,1,297.0,2,4,4,244,At Risk
16713,19,15,6923.13,2,1,1,211,Hibernating
15645,19,1,612.01,2,5,3,253,At Risk
15105,19,7,2298.93,2,1,1,211,Hibernating
17010,19,1,195.36,2,5,5,255,At Risk
13246,19,6,1987.3,2,1,2,212,Hibernating
17100,19,2,971.74,2,3,2,232,At Risk
13430,19,2,679.45,2,3,3,233,At Risk
17625,19,4,2047.0,2,2,2,222,At Risk
12984,19,1,97.5,2,4,5,245,At Risk
14198,19,4,701.4,2,2,3,223,At Risk
15093,19,6,4597.02,2,1,1,211,Hibernating
17227,19,6,939.32,2,1,3,213,Needs Attention
14883,19,6,761.59,2,1,3,213,Needs Attention
16369,19,3,1553.66,2,3,2,232,At Risk
15676,19,3,3435.76,2,2,1,221,Hibernating
14482,19,6,2068.15,2,1,1,211,Hibernating
13971,19,8,2758.26,2,1,1,211,Hibernating
13673,19,2,396.92,2,3,4,234,At Risk
12349,19,1,1757.55,2,5,2,252,At Risk
15527,19,8,2429.78,2,1,1,211,Hibernating
14587,19,9,1601.14,2,1,2,212,Hibernating
15115,19,1,340.11,2,4,4,244,At Risk
13167,19,4,791.33,2,2,3,223,At Risk
12658,19,1,686.05,2,5,3,253,At Risk
16406,19,1,163.07,2,5,5,255,At Risk
13189,19,2,260.68,2,4,4,244,At Risk
18080,19,2,1231.5,2,3,2,232,At Risk
13739,19,1,216.9,2,5,5,255,At Risk
12462,19,2,1189.59,2,3,2,232,At Risk
17664,19,2,604.64,2,3,3,233,At Risk
17384,20,2,336.4,2,4,4,244,At Risk
14359,20,3,912.18,2,3,3,233,At Risk
14984,20,2,213.27,2,4,5,245,At Risk
14525,20,9,4332.2,2,1,1,211,Hibernating
16666,20,1,118.98,2,4,5,245,At Risk
16411,20,2,214.65,2,4,5,245,At Risk
14881,20,1,255.4,2,4,4,244,At Risk
14477,20,4,1309.6,2,2,2,222,At Risk
14159,20,11,4693.01,2,1,1,211,Hibernating
13427,20,3,582.6,2,2,3,223,At Risk
15850,20,2,238.85,2,4,5,245,At Risk
17555,20,2,483.26,2,3,4,234,At Risk
12540,20,17,13400.24,2,1,1,211,Hibernating
12523,20,11,1789.77,2,1,2,212,Hibernating
14052,20,1,225.36,2,5,5,255,At Risk
17425,20,2,759.17,2,3,3,233,At Risk
13142,20,1,307.09,2,4,4,244,At Risk
18127,20,3,348.73,2,2,4,224,At Risk
13118,20,5,1197.81,2,2,2,222,At Risk
15906,20,7,1567.69,2,1,2,212,Hibernating
12395,20,12,3018.63,2,1,1,211,Hibernating
16464,20,3,1314.68,2,3,2,232,At Risk
13832,20,1,52.2,2,5,5,255,At Risk
14950,20,1,371.2,2,4,4,244,At Risk
13212,20,3,788.08,2,3,3,233,At Risk
16784,20,1,107.6,2,4,5,245,At Risk
17738,20,4,1879.05,2,2,2,222,At Risk
13565,20,2,240.22,2,4,5,245,At Risk
14595,20,6,1740.6,2,1,2,212,Hibernating
15988,20,1,158.03,2,5,5,255,At Risk
15745,20,4,1094.59,2,2,2,222,At Risk
16533,20,3,1095.56,2,2,2,222,At Risk
13200,20,4,870.09,2,2,3,223,At Risk
17561,20,1,167.62,2,5,5,255,At Risk
16399,20,2,408.57,2,3,4,234,At Risk
15919,20,2,639.89,2,3,3,233,At Risk
16506,20,2,90.3,2,4,5,245,At Risk
15465,20,18,7354.62,2,1,1,211,Hibernating
14116,20,5,1382.74,2,2,2,222,At Risk
12778,20,6,822.23,2,1,3,213,Needs Attention
14664,20,2,637.89,2,3,3,233,At Risk
12702,20,1,219.0,2,5,5,255,At Risk
14860,20,1,170.32,2,5,5,255,At Risk
15044,20,17,7700.23,2,1,1,211,Hibernating
13988,20,6,4147.96,2,1,1,211,Hibernating
14157,20,2,432.88,2,3,4,234,At Risk
12597,20,4,3811.22,2,2,1,221,Hibernating
18040,20,2,357.2,2,4,4,244,At Risk
14502,20,11,2470.67,2,1,1,211,Hibernating
17758,20,8,3456.7,2,1,1,211,Hibernating
17387,20,2,784.11,2,3,3,233,At Risk
17636,20,1,285.56,2,4,4,244,At Risk
16710,20,10,2483.04,2,1,1,211,Hibernating
15426,20,5,1447.39,2,2,2,222,At Risk
16212,20,2,690.34,2,3,3,233,At Risk
14553,20,5,859.27,2,2,3,223,At Risk
18110,20,1,236.3,2,5,5,255,At Risk
15963,20,2,470.76,2,3,4,234,At Risk
15533,20,3,807.57,2,2,3,223,At Risk
16762,20,3,1501.38,2,3,2,232,At Risk
14903,22,5,2810.63,2,2,1,221,Hibernating
16414,22,2,126.25,2,4,5,245,At Risk
13962,22,2,169.55,2,4,5,245,At Risk
17961,22,39,1296.44,2,1,2,212,Hibernating
17063,22,7,1461.14,2,1,2,212,Hibernating
14849,22,25,7930.54,2,1,1,211,Hibernating
17286,22,1,153.92,2,5,5,255,At Risk
16945,22,19,4345.5,2,1,1,211,Hibernating
16134,22,2,618.09,2,3,3,233,At Risk
15088,22,2,1160.07,2,3,2,232,At Risk
12444,22,5,5005.46,2,2,1,221,Hibernating
15494,22,2,1299.23,2,3,2,232,At Risk
13941,22,5,5112.96,2,2,1,221,Hibernating
17650,22,1,166.08,2,5,5,255,At Risk
12603,22,1,739.2,2,5,3,253,At Risk
12618,22,1,177.31,2,5,5,255,At Risk
12578,22,2,2794.51,2,3,1,231,Needs Attention
14434,22,6,1372.8,2,1,2,212,Hibernating
12931,22,15,42055.96,2,1,1,211,Hibernating
17904,22,1,191.67,2,5,5,255,At Risk
17301,22,1,197.63,2,5,5,255,At Risk
17159,22,3,1538.88,2,3,2,232,At Risk
14820,22,4,507.29,2,2,3,223,At Risk
14342,22,4,668.56,2,2,3,223,At Risk
16279,22,3,1509.58,2,3,2,232,At Risk
18034,22,2,422.88,2,3,4,234,At Risk
12391,22,1,460.89,2,5,4,254,At Risk
12427,22,3,825.8,2,3,3,233,At Risk
13117,22,8,984.91,2,1,2,212,Hibernating
14793,22,1,228.99,2,5,5,255,At Risk
17888,22,8,726.05,2,1,3,213,Needs Attention
13516,22,3,1389.41,2,3,2,232,At Risk
17621,22,3,1379.9,2,3,2,232,At Risk
12380,22,4,2724.81,2,2,1,221,Hibernating
15368,22,1,446.94,2,5,4,254,At Risk
14285,22,4,1910.01,2,2,2,222,At Risk
13171,22,3,468.41,2,3,4,234,At Risk
13880,22,13,3219.77,2,1,1,211,Hibernating
13094,22,12,1927.32,2,1,2,212,Hibernating
15530,22,4,1502.35,2,2,2,222,At Risk
16924,22,3,846.75,2,3,3,233,At Risk
16463,22,4,1422.4,2,2,2,222,At Risk
17779,22,3,658.57,2,3,3,233,At Risk
16350,22,4,1116.47,2,2,2,222,At Risk
17163,22,2,293.1,2,4,4,244,At Risk
14641,22,1,110.46,2,4,5,245,At Risk
17760,22,2,287.59,2,4,4,244,At Risk
12498,22,3,403.7,2,3,4,234,At Risk
14593,22,3,617.99,2,3,3,233,At Risk
15933,22,3,1107.46,2,2,2,222,At Risk
18061,22,10,2119.41,2,1,1,211,Hibernating
16511,22,3,950.26,2,2,2,222,At Risk
16293,22,10,2248.99,2,1,1,211,Hibernating
13960,22,2,230.22,2,4,5,245,At Risk
14416,23,2,490.22,2,3,3,233,At Risk
16656,23,15,8625.8,2,1,1,211,Hibernating
14332,23,3,866.31,2,3,3,233,At Risk
16871,23,6,2812.34,2,1,1,211,Hibernating
15124,23,2,184.19,2,4,5,245,At Risk
13871,23,13,6403.25,2,1,1,211,Hibernating
17095,23,3,1324.16,2,3,2,232,At Risk
16298,23,3,598.2,2,2,3,223,At Risk
15563,23,4,1400.44,2,2,2,222,At Risk
12567,23,10,9401.28,2,1,1,211,Hibernating
16869,23,4,825.42,2,2,3,223,At Risk
12997,23,4,1226.89,2,2,2,222,At Risk
15287,23,2,486.69,2,3,4,234,At Risk
13815,23,4,4027.36,2,2,1,221,Hibernating
15864,23,6,1936.32,2,1,2,212,Hibernating
15435,23,1,149.29,2,5,5,255,At Risk
17147,23,4,1714.59,2,2,2,222,At Risk
17828,23,4,1820.09,2,2,2,222,At Risk
15529,23,11,3995.23,2,1,1,211,Hibernating
15267,23,5,1717.36,2,2,2,222,At Risk
17797,23,3,780.43,2,3,3,233,At Risk
13138,23,6,962.39,2,1,2,212,Hibernating
12610,23,5,2099.54,2,2,1,221,Hibernating
12449,23,4,4067.29,2,2,1,221,Hibernating
17985,23,1,634.95,2,5,3,253,At Risk
12847,23,1,871.54,2,5,3,253,At Risk
15489,23,3,1134.28,2,3,2,232,At Risk
12477,23,6,13219.74,2,1,1,211,Hibernating
12445,23,1,133.4,2,5,5,255,At Risk
17080,23,2,287.62,2,4,4,244,At Risk
17397,23,2,696.41,2,3,3,233,At Risk
12753,23,6,21429.39,2,1,1,211,Hibernating
15506,23,3,979.26,2,2,2,222,At Risk
13160,23,1,91.8,2,4,5,245,At Risk
17716,23,11,5655.99,2,1,1,211,Hibernating
17461,23,3,757.46,2,3,3,233,At Risk
17613,23,14,4559.15,2,1,1,211,Hibernating
16186,23,12,4006.94,2,1,1,211,Hibernating
14112,23,7,2915.15,2,1,1,211,Hibernating
16042,23,5,1197.27,2,2,2,222,At Risk
17799,23,10,3055.93,2,1,1,211,Hibernating
14034,23,3,651.82,2,3,3,233,At Risk
16638,23,10,1680.72,2,1,2,212,Hibernating
15657,23,1,30.0,2,4,5,245,At Risk
16009,23,4,992.71,2,2,2,222,At Risk
15811,23,6,2218.62,2,1,1,211,Hibernating
12481,23,10,5596.32,2,1,1,211,Hibernating
13828,23,1,209.49,2,5,5,255,At Risk
12539,23,4,5568.35,2,2,1,221,Hibernating
16070,23,2,852.15,2,3,3,233,At Risk
17330,23,2,363.9,2,3,4,234,At Risk
13028,23,2,661.32,2,3,3,233,At Risk
13308,23,3,1385.51,2,3,2,232,At Risk
12647,23,12,3722.82,2,1,1,211,Hibernating
12356,23,3,2811.43,2,2,1,221,Hibernating
16531,23,7,1244.59,2,1,2,212,Hibernating
13313,23,5,1555.32,2,2,2,222,At Risk
14508,23,2,276.42,2,4,4,244,At Risk
18221,23,5,1041.61,2,2,2,222,At Risk
15983,23,4,1475.02,2,2,2,222,At Risk
12406,23,2,3415.3,2,3,1,231,Needs Attention
14234,23,4,775.46,2,2,3,223,At Risk
14362,23,1,161.2,2,5,5,255,At Risk
15081,23,5,504.8,2,2,3,223,At Risk
16809,24,5,914.69,2,2,3,223,At Risk
16804,24,3,536.99,2,3,3,233,At Risk
12731,24,12,18895.91,2,1,1,211,Hibernating
14057,24,17,6217.96,2,1,1,211,Hibernating
15900,24,1,351.11,2,4,4,244,At Risk
14426,24,10,4481.67,2,1,1,211,Hibernating
13447,24,3,1129.14,2,2,2,222,At Risk
18246,24,2,596.1,2,3,3,233,At Risk
18167,24,3,1384.86,2,3,2,232,At Risk
15051,24,3,1391.61,2,3,2,232,At Risk
15967,24,2,418.83,2,3,4,234,At Risk
16469,24,4,650.43,2,2,3,223,At Risk
12640,24,3,1174.58,2,3,2,232,At Risk
13285,24,4,2709.12,2,2,1,221,Hibernating
13500,24,3,1166.77,2,3,2,232,At Risk
13629,24,11,7792.36,2,1,1,211,Hibernating
16669,24,3,1374.87,2,3,2,232,At Risk
18059,24,3,306.46,2,3,4,234,At Risk
17368,24,8,1912.67,2,1,2,212,Hibernating
15584,24,4,725.11,2,2,3,223,At Risk
16245,24,3,1413.66,2,3,2,232,At Risk
12910,24,8,3075.04,2,1,1,211,Hibernating
17549,24,2,148.86,2,4,5,245,At Risk
14507,24,6,1383.18,2,1,2,212,Hibernating
12626,24,9,6620.48,2,1,1,211,Hibernating
16085,24,5,981.51,2,2,2,222,At Risk
13449,24,1,291.88,2,4,4,244,At Risk
18006,24,1,444.68,2,5,4,254,At Risk
14286,24,3,4628.75,2,3,1,231,Needs Attention
16999,24,2,484.82,2,3,4,234,At Risk
16008,24,3,478.78,2,3,4,234,At Risk
16855,24,2,328.4,2,4,4,244,At Risk
18075,24,10,2611.75,2,1,1,211,Hibernating
13894,24,3,564.62,2,2,3,223,At Risk
17680,24,1,184.4,2,5,5,255,At Risk
13131,24,3,1073.3,2,2,2,222,At Risk
15269,24,1,408.8,2,5,4,254,At Risk
17198,24,3,692.22,2,3,3,233,At Risk
12991,24,2,503.76,2,3,3,233,At Risk
15110,24,4,996.1,2,2,2,222,At Risk
15432,24,1,171.19,2,5,5,255,At Risk
14948,24,6,1101.97,2,1,2,212,Hibernating
13575,24,5,732.07,2,2,3,223,At Risk
14898,24,6,1303.52,2,1,2,212,Hibernating
14851,24,2,511.35,2,3,3,233,At Risk
13926,24,1,223.85,2,5,5,255,At Risk
12993,24,4,414.76,2,2,4,224,At Risk
17896,24,1,256.32,2,4,4,244,At Risk
13816,24,2,571.67,2,3,3,233,At Risk
16204,24,1,405.71,2,5,4,254,At Risk
16916,24,2,576.26,2,3,3,233,At Risk
14626,24,4,2791.27,2,2,1,221,Hibernating
17596,24,7,2827.93,2,1,1,211,Hibernating
16717,24,6,3858.38,2,2,1,221,Hibernating
17377,24,20,4100.92,2,1,1,211,Hibernating
12500,24,11,4257.82,2,1,1,211,Hibernating
13939,24,3,568.55,2,2,3,223,At Risk
15805,24,17,5528.48,2,1,1,211,Hibernating
13455,25,2,1058.34,2,3,2,232,At Risk
17540,25,2,578.9,2,3,3,233,At Risk
15981,25,8,3408.48,2,1,1,211,Hibernating
14544,25,2,2024.45,2,3,2,232,At Risk
15556,25,1,279.77,2,4,4,244,At Risk
15758,25,1,205.25,2,5,5,255,At Risk
15720,25,1,598.73,2,5,3,253,At Risk
15679,25,4,781.28,2,2,3,223,At Risk
12883,25,4,703.47,2,2,3,223,At Risk
16423,25,1,346.12,2,4,4,244,At Risk
15582,25,3,682.91,2,3,3,233,At Risk
13735,25,4,2885.24,2,2,1,221,Hibernating
14715,25,4,867.38,2,2,3,223,At Risk
16557,25,2,281.85,2,4,4,244,At Risk
13614,25,4,1610.46,2,2,2,222,At Risk
13058,25,3,271.4,2,3,4,234,At Risk
13066,25,2,470.8,2,3,4,234,At Risk
17357,25,2,388.14,2,3,4,234,At Risk
14640,25,6,2125.08,2,1,1,211,Hibernating
13632,25,5,2121.27,2,2,1,221,Hibernating
17777,25,3,665.86,2,3,3,233,At Risk
14714,25,1,160.19,2,5,5,255,At Risk
13236,25,2,744.85,2,3,3,233,At Risk
15419,25,1,135.86,2,5,5,255,At Risk
17314,25,8,2527.92,2,1,1,211,Hibernating
14522,25,4,974.54,2,2,2,222,At Risk
18181,25,1,382.8,2,4,4,244,At Risk
14725,25,1,718.08,2,5,3,253,At Risk
14853,25,2,475.8,2,3,4,234,At Risk
17220,25,14,3198.25,2,1,1,211,Hibernating
12676,25,6,1331.39,2,1,2,212,Hibernating
15524,25,1,440.0,2,5,4,254,At Risk
12415,25,21,124914.53,2,1,1,211,Hibernating
14666,25,1,195.25,2,5,5,255,At Risk
13410,25,5,1003.06,2,2,2,222,At Risk
18123,25,2,589.44,2,3,3,233,At Risk
18043,25,3,559.51,2,2,3,223,At Risk
13846,25,3,865.06,2,3,3,233,At Risk
15955,25,14,4416.26,2,1,1,211,Hibernating
17510,25,1,308.48,2,4,4,244,At Risk
18259,25,3,2338.6,2,2,1,221,Hibernating
14533,25,7,1949.72,2,1,2,212,Hibernating
12890,25,1,380.47,2,4,4,244,At Risk
17974,25,3,740.79,2,2,3,223,At Risk
16240,25,2,3718.8,2,3,1,231,Needs Attention
17153,25,1,213.78,2,5,5,255,At Risk
12933,25,3,607.53,2,2,3,223,At Risk
17564,25,3,454.01,2,2,4,224,At Risk
16341,25,4,1971.87,2,2,2,222,At Risk
13692,25,3,1488.32,2,3,2,232,At Risk
15050,26,3,1782.09,2,2,2,222,At Risk
16303,26,3,5360.63,2,3,1,231,Needs Attention
16519,26,2,215.08,2,4,5,245,At Risk
12642,26,3,1013.26,2,2,2,222,At Risk
17658,26,2,595.42,2,3,3,233,At Risk
15365,26,7,2314.32,2,1,1,211,Hibernating
12374,26,1,742.93,2,5,3,253,At Risk
15203,26,6,1827.8,2,1,2,212,Hibernating
18263,26,3,1213.16,2,3,2,232,At Risk
15863,26,2,68.84,2,4,5,245,At Risk
18082,26,1,703.37,2,5,3,253,At Risk
13835,26,4,834.57,2,2,3,223,At Risk
15291,26,15,4668.3,2,1,1,211,Hibernating
12428,26,9,7956.46,2,1,1,211,Hibernating
14684,26,5,1236.28,2,2,2,222,At Risk
15532,26,4,1580.93,2,2,2,222,At Risk
15125,26,15,11528.48,2,1,1,211,Hibernating
15458,26,1,161.64,2,5,5,255,At Risk
13549,26,7,918.2,2,1,3,213,Needs Attention
18117,26,1,320.72,2,4,4,244,At Risk
17081,26,2,290.16,2,4,4,244,At Risk
15781,26,3,345.46,2,2,4,224,At Risk
17793,26,1,323.04,2,4,4,244,At Risk
12689,26,2,1247.61,2,3,2,232,At Risk
17663,26,7,1802.91,2,1,2,212,Hibernating
13577,26,4,1687.6,2,2,2,222,At Risk
16936,26,1,262.68,2,4,4,244,At Risk
14680,26,16,28754.11,2,1,1,211,Hibernating
16504,26,1,484.38,2,5,4,254,At Risk
17235,26,2,550.06,2,3,3,233,At Risk
18211,26,5,600.07,2,2,3,223,At Risk
12938,26,1,114.14,2,4,5,245,At Risk
15058,26,11,2124.99,2,1,1,211,Hibernating
16478,26,3,331.0,2,3,4,234,At Risk
14530,26,6,2925.91,2,1,1,211,Hibernating
14902,26,1,332.66,2,4,4,244,At Risk
17044,26,1,948.48,2,4,2,242,At Risk
15681,26,5,1426.16,2,2,2,222,At Risk
17652,26,12,4867.72,2,1,1,211,Hibernating
14953,26,1,289.82,2,4,4,244,At Risk
15660,26,9,1600.86,2,1,2,212,Hibernating
16207,26,1,394.38,2,4,4,244,At Risk
15168,26,1,106.56,2,4,5,245,At Risk
14494,26,1,139.56,2,5,5,255,At Risk
17538,26,1,98.42,2,4,5,245,At Risk
14862,26,2,841.2,2,3,3,233,At Risk
12865,27,2,1568.23,2,3,2,232,At Risk
17211,27,8,2317.22,2,1,1,211,Hibernating
15429,27,2,397.35,2,3,4,234,At Risk
12508,27,2,398.27,2,3,4,234,At Risk
13146,27,1,228.91,2,5,5,255,At Risk
16571,27,3,1421.69,2,3,2,232,At Risk
13892,27,4,632.97,2,2,3,223,At Risk
14044,27,4,652.82,2,2,3,223,At Risk
17790,27,14,1965.55,2,1,2,212,Hibernating
15599,27,2,761.74,2,3,3,233,At Risk
15411,27,4,1358.88,2,2,2,222,At Risk
16898,27,3,508.81,2,3,3,233,At Risk
17720,27,4,1195.94,2,2,2,222,At Risk
14661,27,1,107.95,2,4,5,245,At Risk
16726,27,5,1382.02,2,2,2,222,At Risk
13451,27,5,2976.15,2,2,1,221,Hibernating
13379,27,3,572.56,2,2,3,223,At Risk
14784,27,2,289.99,2,4,4,244,At Risk
13984,27,5,920.51,2,2,3,223,At Risk
17838,27,5,2779.3,2,2,1,221,Hibernating
13603,27,1,164.34,2,5,5,255,At Risk
17287,27,7,1064.11,2,1,2,212,Hibernating
14882,27,2,589.7,2,3,3,233,At Risk
12867,27,7,4036.82,2,1,1,211,Hibernating
14499,27,3,815.32,2,2,3,223,At Risk
18069,27,5,2036.67,2,2,2,222,At Risk
16720,27,1,155.24,2,5,5,255,At Risk
16560,27,2,841.41,2,3,3,233,At Risk
15787,27,3,948.05,2,2,2,222,At Risk
17041,27,3,1081.57,2,2,2,222,At Risk
13170,27,1,116.01,2,4,5,245,At Risk
13700,27,10,2265.12,2,1,1,211,Hibernating
14227,27,10,3350.96,2,1,1,211,Hibernating
14487,27,6,1196.33,2,1,2,212,Hibernating
13178,27,11,5725.47,2,1,1,211,Hibernating
13450,27,6,2043.72,2,1,2,212,Hibernating
16416,27,3,1051.4,2,2,2,222,At Risk
14382,27,1,626.07,2,5,3,253,At Risk
16930,27,3,380.55,2,2,4,224,At Risk
15449,27,3,974.52,2,2,2,222,At Risk
16460,29,3,814.72,2,2,3,223,At Risk
12384,29,2,585.27,2,3,3,233,At Risk
13895,29,4,2593.07,2,2,1,221,Hibernating
13557,29,2,584.06,2,3,3,233,At Risk
17512,29,10,2924.99,2,1,1,211,Hibernating
18014,29,1,166.42,2,5,5,255,At Risk
12589,29,2,646.68,2,3,3,233,At Risk
15557,29,1,473.65,2,5,4,254,At Risk
17052,29,1,413.75,2,5,4,254,At Risk
12726,29,7,2609.1,2,1,1,211,Hibernating
13810,29,3,1499.01,2,3,2,232,At Risk
17295,29,3,556.95,2,2,3,223,At Risk
17015,29,3,1842.56,2,2,2,222,At Risk
14543,29,16,3630.33,2,1,1,211,Hibernating
15492,29,2,659.46,2,3,3,233,At Risk
16386,29,2,317.2,2,4,4,244,At Risk
14226,29,5,2232.19,2,2,1,221,Hibernating
17088,29,4,1991.01,2,2,2,222,At Risk
12691,29,6,1035.8,2,1,2,212,Hibernating
15608,29,4,1093.68,2,2,2,222,At Risk
16433,29,1,184.26,2,5,5,255,At Risk
12697,29,3,957.59,2,2,2,222,At Risk
13732,29,1,491.86,2,5,3,253,At Risk
17069,29,9,2709.7,2,1,1,211,Hibernating
17071,29,9,2429.03,2,1,1,211,Hibernating
13727,29,2,333.48,2,4,4,244,At Risk
15692,29,1,191.04,2,5,5,255,At Risk
16332,29,7,1593.2,2,1,2,212,Hibernating
12480,29,4,3281.63,2,2,1,221,Hibernating
12712,29,13,4396.13,2,1,1,211,Hibernating
17054,29,5,1356.33,2,2,2,222,At Risk
12685,29,6,2863.08,2,1,1,211,Hibernating
17162,29,10,1715.46,2,1,2,212,Hibernating
14035,29,5,1428.02,2,2,2,222,At Risk
18209,29,1,139.1,2,5,5,255,At Risk
16912,29,11,2575.38,2,1,1,211,Hibernating
16671,29,3,1692.27,2,2,2,222,At Risk
13091,29,1,345.82,2,4,4,244,At Risk
13310,29,3,1132.03,2,2,2,222,At Risk
12517,29,5,2502.84,2,2,1,221,Hibernating
17191,29,7,2095.13,2,1,1,211,Hibernating
14789,29,1,197.64,2,5,5,255,At Risk
14662,29,4,771.17,2,2,3,223,At Risk
12600,29,10,2599.04,2,1,1,211,Hibernating
16218,30,7,3084.68,2,1,1,211,Hibernating
17340,30,11,12353.29,2,1,1,211,Hibernating
13606,30,3,280.54,2,3,4,234,At Risk
16903,30,1,373.24,2,4,4,244,At Risk
17573,30,3,380.6,2,2,4,224,At Risk
16025,30,1,439.66,2,5,4,254,At Risk
14064,30,5,1353.74,2,2,2,222,At Risk
12708,30,10,2712.91,2,1,1,211,Hibernating
13817,30,2,382.98,2,3,4,234,At Risk
16628,30,5,2188.05,2,2,1,221,Hibernating
18125,30,4,1142.99,2,2,2,222,At Risk
17197,30,1,1013.01,2,4,2,242,At Risk
13460,30,2,183.44,2,4,5,245,At Risk
17521,30,3,723.21,2,3,3,233,At Risk
15111,30,3,1567.48,2,3,2,232,At Risk
17791,30,1,106.1,2,4,5,245,At Risk
15463,30,1,126.14,2,4,5,245,At Risk
17977,30,1,288.14,2,4,4,244,At Risk
14712,30,3,917.07,2,3,3,233,At Risk
17059,30,5,3095.04,2,2,1,221,Hibernating
12617,30,1,355.53,2,4,4,244,At Risk
16791,30,7,1721.78,2,1,2,212,Hibernating
16434,30,7,1522.25,2,1,2,212,Hibernating
15289,30,3,939.78,2,3,3,233,At Risk
16126,30,4,6287.77,2,2,1,221,Hibernating
16003,30,5,2735.37,2,2,1,221,Hibernating
15355,30,2,277.05,2,4,4,244,At Risk
17537,30,2,897.62,2,3,3,233,At Risk
13396,30,2,1360.99,2,3,2,232,At Risk
16743,30,7,2238.09,2,1,1,211,Hibernating
15184,30,2,406.76,2,3,4,234,At Risk
14944,30,12,5900.25,2,1,1,211,Hibernating
12981,30,2,372.22,2,3,4,234,At Risk
18236,30,6,882.24,2,1,3,213,Needs Attention
14829,30,4,697.55,2,2,3,223,At Risk
12538,30,1,363.95,2,4,4,244,At Risk
17901,30,1,110.38,2,4,5,245,At Risk
12473,30,5,3938.55,2,2,1,221,Hibernating
18135,30,5,681.91,2,2,3,223,At Risk
14748,30,5,1415.75,2,2,2,222,At Risk
13148,30,12,3707.12,2,1,1,211,Hibernating
17932,30,3,1331.57,2,3,2,232,At Risk
17416,30,7,6893.42,2,1,1,211,Hibernating
16986,30,2,1873.2,2,3,2,232,At Risk
14765,30,3,254.11,2,2,4,224,At Risk
14863,30,1,266.76,2,4,4,244,At Risk
14466,30,7,2272.4,2,1,1,211,Hibernating
13983,30,12,2603.43,2,1,1,211,Hibernating
16907,30,5,981.65,2,2,2,222,At Risk
12599,30,7,1032.58,2,1,2,212,Hibernating
17109,30,6,885.04,2,1,3,213,Needs Attention
15452,30,3,538.73,2,3,3,233,At Risk
18217,30,2,621.75,2,3,3,233,At Risk
15238,30,3,1071.99,2,2,2,222,At Risk
12541,30,3,981.18,2,2,2,222,At Risk
12844,30,2,325.96,2,4,4,244,At Risk
12659,30,1,91.68,2,4,5,245,At Risk
17038,31,1,112.4,2,4,5,245,At Risk
14188,31,6,2054.36,2,1,2,212,Hibernating
16996,31,6,1456.96,2,1,2,212,Hibernating
17867,31,6,1197.1,2,1,2,212,Hibernating
13623,31,5,747.78,2,2,3,223,At Risk
16880,31,7,1519.08,2,1,2,212,Hibernating
15986,31,1,168.12,2,5,5,255,At Risk
13804,31,7,2635.79,2,1,1,211,Hibernating
14214,31,5,1004.38,2,2,2,222,At Risk
18274,31,1,175.92,2,5,5,255,At Risk
13384,31,7,4151.93,2,1,1,211,Hibernating
12893,31,1,188.14,2,5,5,255,At Risk
14691,31,5,2114.33,2,2,1,221,Hibernating
13209,31,8,5891.61,2,1,1,211,Hibernating
