customerid,recency,frequency,monetary,km_segment,CLTV_90d
15748,41,1,149.31,Mass Regulars,
13607,41,1,678.01,Mass Regulars,
17255,41,2,298.41,Mass Regulars,-148.36981643430738
15860,41,8,977.21,Mass Regulars,129.13964988922652
17213,41,7,2781.23,Mass Regulars,189.48518016423444
14221,43,9,3432.8,Mass Regulars,183.20252044706598
14232,43,5,2048.07,Mass Regulars,49.16066637182107
17669,43,7,3406.72,Mass Regulars,47.20744046626355
14412,43,2,770.03,Mass Regulars,-398.81590233723233
12678,43,12,17628.46,Loyal High-Value,260.3847550878867
17839,43,1,338.8,Mass Regulars,
16102,43,3,1842.14,Mass Regulars,121.51009249914262
18287,43,3,1837.28,Mass Regulars,57.12131646074901
13993,43,9,3466.36,Mass Regulars,184.32687240450028
17418,43,2,463.46,Mass Regulars,-108.54874635822243
14738,43,7,1314.45,Mass Regulars,47.523439327050404
16150,43,5,2053.02,Mass Regulars,99.07480226963341
13812,43,3,539.0,Mass Regulars,148.34663583812576
14218,43,1,169.48,Mass Regulars,
12895,43,2,372.8,Mass Regulars,-48.40107398936312
16843,43,16,10196.57,Loyal High-Value,190.1560150583152
17837,43,8,1593.38,Mass Regulars,345.50647105722464
14498,43,5,1957.32,Mass Regulars,170.76337127584688
16554,43,3,837.1,Mass Regulars,136.277799376586
16648,43,1,290.66,Mass Regulars,
15096,43,1,219.39,Mass Regulars,
17272,43,4,2148.63,Mass Regulars,79.93981490509579
12432,43,5,5059.32,Mass Regulars,798.107547775561
16847,44,1,193.44,Mass Regulars,
12536,44,3,12601.83,Mass Regulars,-1831.2263309909831
12430,44,1,256.4,Mass Regulars,
15659,44,1,306.45,Mass Regulars,
14716,44,2,329.68,Mass Regulars,-149.4060687471106
13654,44,6,2707.33,Mass Regulars,180.39433172487796
14842,44,4,2824.69,Mass Regulars,239.49372922756032
17684,44,1,239.41,Mass Regulars,
16026,44,1,236.09,Mass Regulars,
13416,44,2,712.5,Mass Regulars,-206.20071463139394
18261,44,2,324.24,Mass Regulars,-76.19439346080257
14357,44,1,225.77,Mass Regulars,
15622,44,9,3709.56,Mass Regulars,274.9927614008261
16232,44,4,990.88,Mass Regulars,55.29130151172131
17545,44,3,645.96,Mass Regulars,
16680,44,1,183.7,Mass Regulars,
15288,44,5,2306.52,Mass Regulars,76.72382402748812
18276,44,1,335.86,Mass Regulars,
17414,44,2,778.0,Mass Regulars,-2.1756009974706862
15791,44,2,1612.69,Mass Regulars,-150.3378484816343
14004,44,7,4582.64,Mass Regulars,128.08910428898386
15014,44,2,260.17,Mass Regulars,-155.5923268353282
14239,44,11,2380.85,Mass Regulars,109.02717459380193
17878,44,1,379.45,Mass Regulars,
17459,44,2,657.3,Mass Regulars,-358.51298882313375
14752,44,1,389.64,Mass Regulars,
13538,44,7,1280.85,Mass Regulars,57.1900473163651
12371,45,2,1887.96,Mass Regulars,-250.8695218815266
12812,45,1,229.64,Mass Regulars,
17470,45,5,1125.07,Mass Regulars,24.69663224123775
12448,45,1,449.45,Mass Regulars,
15516,45,3,62.43,Mass Regulars,-24.617761222145745
14690,45,2,371.7,Mass Regulars,-174.06277450087913
16071,45,1,326.24,Mass Regulars,
15835,45,4,954.09,Mass Regulars,49.67537848438403
13107,45,4,1531.62,Mass Regulars,32.51229278825553
15990,45,2,792.11,Mass Regulars,-120.78060069702587
14379,45,2,348.1,Mass Regulars,-122.68391203762681
12879,45,3,573.22,Mass Regulars,21.04111471994239
16225,45,5,1096.32,Mass Regulars,96.34546123647499
16418,45,3,675.27,Mass Regulars,333.77006391757794
16454,45,2,6.9,Mass Regulars,-9.150237660181261
17175,45,4,1443.69,Mass Regulars,105.18502201770278
15821,45,2,570.96,Mass Regulars,-617.7988267087112
16750,45,5,623.93,Mass Regulars,147.95557205135233
16415,45,1,210.35,Mass Regulars,
15320,45,1,267.13,Mass Regulars,
12456,45,3,3181.04,Mass Regulars,273.6532745292123
16208,45,2,664.26,Mass Regulars,-113.02079972343442
16188,45,4,981.86,Mass Regulars,77.89925009858729
14315,45,6,2481.13,Mass Regulars,127.9154344988556
14598,45,1,221.97,Mass Regulars,
17712,45,1,522.91,Mass Regulars,
18226,45,11,5228.05,Mass Regulars,132.91553402941912
15240,45,5,1706.57,Mass Regulars,67.0944541639291
17895,45,1,98.0,Mass Regulars,
16345,45,1,575.41,Mass Regulars,
14754,45,2,638.05,Mass Regulars,-91.32692601122926
18147,46,2,179.34,Mass Regulars,-12.38739634332195
17928,46,2,212.54,Mass Regulars,-45.583548266737395
13601,46,2,693.32,Mass Regulars,-259.8702018689346
16258,46,5,5203.51,Mass Regulars,161.90755120574707
18079,46,4,3651.97,Mass Regulars,75.51112235165768
13481,46,5,1804.56,Mass Regulars,88.56360792644887
15630,46,2,1186.35,Mass Regulars,-250.09967974366342
16708,46,1,656.63,Mass Regulars,
17917,46,3,341.28,Mass Regulars,100.83573283099378
15656,46,4,748.5,Mass Regulars,73.40642125635428
14001,46,3,2043.08,Mass Regulars,68.03960865238504
16110,46,3,1337.48,Mass Regulars,434.0156391430874
13652,46,3,1095.08,Mass Regulars,88.65674739799964
15345,46,1,393.54,Mass Regulars,
13182,46,1,121.18,Mass Regulars,
12398,46,1,1635.66,Mass Regulars,
13340,46,7,10736.48,Mass Regulars,93.63122770407465
17024,46,3,95.85,Mass Regulars,5.021375225639188
15158,46,1,401.4,Mass Regulars,
18045,46,1,189.4,Mass Regulars,
14341,46,8,2182.28,Mass Regulars,102.60494614904815
16056,46,1,664.85,Mass Regulars,
14145,47,4,3742.2,Mass Regulars,24.133443203189913
14997,47,3,546.2,Mass Regulars,15.630301100203148
16728,47,4,1054.67,Mass Regulars,286.81159808315584
14019,47,3,1421.61,Mass Regulars,175.1570141417853
17317,47,3,2600.34,Mass Regulars,5.971941963143519
15806,47,3,784.58,Mass Regulars,31.653233768158653
15277,47,1,255.9,Mass Regulars,
16023,47,3,719.81,Mass Regulars,215.38651984709315
15142,47,1,498.74,Mass Regulars,
15068,47,2,553.36,Mass Regulars,-276.39130908720915
18240,47,1,422.58,Mass Regulars,
13165,47,2,1021.48,Mass Regulars,-36.43383890757406
16491,47,1,731.5,Mass Regulars,
17004,47,2,1412.94,Mass Regulars,-320.96887217299627
14139,47,1,415.82,Mass Regulars,
16444,47,4,654.67,Mass Regulars,90.60932620813355
15592,47,1,388.58,Mass Regulars,
14312,47,6,1611.59,Mass Regulars,67.32622594706561
17186,47,2,144.0,Mass Regulars,-7.809913064334134
15786,47,3,4932.2,Mass Regulars,-1168.0090291256458
15215,47,3,734.94,Mass Regulars,-454.11850735473257
12546,47,2,1161.5,Mass Regulars,-477.542060473662
17344,47,1,160.57,Mass Regulars,
13176,47,1,492.84,Mass Regulars,
15801,47,3,1063.95,Mass Regulars,321.474915245279
14474,47,1,547.66,Mass Regulars,
16742,47,1,464.9,Mass Regulars,
14764,47,1,278.3,Mass Regulars,
15844,47,1,130.74,Mass Regulars,
16325,47,3,594.24,Mass Regulars,50.548341591664766
16019,47,9,3786.24,Mass Regulars,136.584496305728
17423,47,2,698.41,Mass Regulars,-81.92059470570082
14800,48,12,4339.74,Mass Regulars,194.68904026168573
14731,48,3,380.02,Mass Regulars,56.61245211771903
17836,48,1,110.21,Mass Regulars,
16007,48,4,1701.94,Mass Regulars,386.11889906553347
16768,48,3,478.09,Mass Regulars,93.93807187711725
16017,48,1,211.88,Mass Regulars,
16686,48,7,3062.83,Mass Regulars,430.4116894279149
17111,48,1,248.61,Mass Regulars,
15000,48,1,490.52,Mass Regulars,
13598,48,1,180.17,Mass Regulars,
14504,48,4,673.26,Mass Regulars,150.34526244624814
13917,50,2,272.04,Mass Regulars,-53.57977930910451
14967,50,1,463.8,Mass Regulars,
14233,50,4,1462.72,Mass Regulars,39.152557897147986
16153,50,5,1824.23,Mass Regulars,82.75377303771185
12403,50,1,427.7,Mass Regulars,
13918,50,2,1212.84,Mass Regulars,-95.40926949482774
12407,50,5,1708.12,Mass Regulars,103.42704295130035
13974,50,1,413.59,Mass Regulars,
17940,50,10,4106.44,Mass Regulars,618.1171956383646
17832,50,1,155.37,Mass Regulars,
15286,50,1,240.55,Mass Regulars,
15740,50,1,154.88,Mass Regulars,
13157,50,4,1741.22,Mass Regulars,77.04645419225982
15819,50,4,1905.45,Mass Regulars,94.15311746921365
16918,50,6,1068.82,Mass Regulars,70.75665387600421
15677,50,1,657.23,Mass Regulars,
17361,50,3,488.2,Mass Regulars,117.9476423472886
16497,50,6,2965.69,Mass Regulars,164.01364600206884
13725,50,8,1980.56,Mass Regulars,58.86264006874811
15296,51,6,3672.86,Mass Regulars,171.23035243728216
15301,51,12,5070.35,Mass Regulars,172.88504097457388
13245,51,1,430.5,Mass Regulars,
15129,51,11,3447.4,Mass Regulars,58.36856501483355
14484,51,1,321.92,Mass Regulars,
15587,51,4,913.68,Mass Regulars,8.053610085273272
14923,51,1,749.1,Mass Regulars,
15469,51,2,538.55,Mass Regulars,-304.04348737401216
17092,51,4,1777.78,Mass Regulars,144.0977141037746
17007,51,6,889.93,Mass Regulars,48.61462067032106
18252,51,2,526.67,Mass Regulars,-807.4225735884787
15121,51,2,457.72,Mass Regulars,-111.25310302609716
17354,51,1,1393.06,Mass Regulars,
15565,51,2,173.16,Mass Regulars,-88.52178805472019
14638,51,1,443.6,Mass Regulars,
13366,51,1,56.16,Mass Regulars,
14631,51,3,1006.98,Mass Regulars,50.53874143170411
14495,51,2,123.8,Mass Regulars,-33.4755328944983
16177,51,1,331.95,Mass Regulars,
14427,51,2,363.34,Mass Regulars,-15.656699071110394
16099,51,3,731.9,Mass Regulars,41.78021415599691
13573,51,2,294.4,Mass Regulars,-176.46955837469633
13761,51,2,1070.65,Mass Regulars,-267.21660883426415
15836,51,1,137.37,Mass Regulars,
17420,51,3,598.83,Mass Regulars,53.752926251956815
17571,51,4,1498.51,Mass Regulars,375.82623591926983
13897,51,1,311.16,Mass Regulars,
15664,51,1,386.43,Mass Regulars,
13669,51,2,218.55,Mass Regulars,-21.37311344896635
16260,51,1,1035.45,Mass Regulars,
17125,51,1,259.35,Mass Regulars,
14261,51,2,1163.45,Mass Regulars,-409.3465536024617
12556,51,2,603.71,Mass Regulars,-450.35850422237723
15807,51,3,903.9,Mass Regulars,-240.2462021274295
14585,51,1,157.05,Mass Regulars,
16593,51,3,330.03,Mass Regulars,100.61371275924931
18149,51,3,612.08,Mass Regulars,13.577177696370118
17764,51,2,818.82,Mass Regulars,-440.85261792668854
17672,51,2,3178.17,Mass Regulars,-404.56741465241794
16170,51,6,1885.05,Mass Regulars,102.24279384583829
16846,51,1,214.32,Mass Regulars,
17934,52,2,704.25,Mass Regulars,-15.348264209734925
12370,52,4,3545.69,Mass Regulars,118.35327654133212
15853,52,1,110.8,Mass Regulars,
16123,52,1,307.78,Mass Regulars,
17973,52,1,337.04,Mass Regulars,
15610,52,1,112.46,Mass Regulars,
14776,52,11,2538.3,Mass Regulars,30.42042386970228
15468,52,2,467.51,Mass Regulars,
12596,52,2,618.27,Mass Regulars,-120.16205696877736
14799,52,1,157.7,Mass Regulars,
15220,52,6,1778.96,Mass Regulars,105.33788618950915
18019,52,1,38.45,Mass Regulars,
14107,52,7,2703.23,Mass Regulars,87.66399698890892
14273,52,4,559.97,Mass Regulars,37.22215499273448
15803,52,1,415.82,Mass Regulars,
16470,52,4,762.39,Mass Regulars,99.06906129424245
13491,52,10,1215.82,Mass Regulars,69.03354776923337
16131,52,6,3506.54,Mass Regulars,107.17751966377656
12744,52,7,21279.29,Loyal High-Value,539.5053580624962
17148,52,1,124.88,Mass Regulars,
15754,52,3,458.57,Mass Regulars,59.07860214908413
14306,52,2,2093.32,Mass Regulars,-306.3376714134228
15006,52,1,502.09,Mass Regulars,
16621,52,4,813.48,Mass Regulars,59.895943564468084
17824,52,1,298.4,Mass Regulars,
16826,52,1,341.7,Mass Regulars,
14229,52,3,1547.2,Mass Regulars,60.10027636230169
13849,52,2,1537.95,Mass Regulars,-510.05273339927965
13805,53,2,924.6,Mass Regulars,-12.91108350587131
15140,53,7,2354.25,Mass Regulars,74.17064386320092
14639,53,6,2984.49,Mass Regulars,254.9760055147364
17262,53,5,1253.36,Mass Regulars,18.058859286287554
15505,53,5,3610.96,Mass Regulars,124.80559850722432
16515,53,5,1627.13,Mass Regulars,92.44524538455262
16249,53,5,1800.07,Mass Regulars,88.05450974509463
13637,53,3,810.5,Mass Regulars,87.20832296377858
14798,53,3,173.74,Mass Regulars,8.551481491606571
12360,53,3,2662.06,Mass Regulars,349.79005332140065
16940,53,3,3049.88,Mass Regulars,414.23906462126786
16730,53,3,743.11,Mass Regulars,85.8970179362595
16734,53,3,650.51,Mass Regulars,-248.9432621216768
12759,53,3,1531.44,Mass Regulars,207.6700702832469
17679,53,2,1992.11,Mass Regulars,-298.5835942633656
13032,53,2,1010.18,Mass Regulars,-519.1462038256832
14015,53,1,917.34,Mass Regulars,
14861,53,1,125.79,Mass Regulars,
13594,53,1,396.97,Mass Regulars,
15678,53,1,352.7,Mass Regulars,
12611,53,1,1193.32,Mass Regulars,
16848,53,1,281.42,Mass Regulars,
15637,53,1,223.36,Mass Regulars,
15604,53,1,216.39,Mass Regulars,
15327,53,1,208.75,Mass Regulars,
14381,53,1,202.68,Mass Regulars,
12863,53,1,521.2,Mass Regulars,
17201,54,1,342.63,Mass Regulars,
17520,54,1,546.81,Mass Regulars,
16412,54,1,151.83,Mass Regulars,
18042,54,1,165.05,Mass Regulars,
15066,54,1,893.59,Mass Regulars,
12463,54,4,1344.78,Mass Regulars,121.00637144832724
17534,54,1,223.36,Mass Regulars,
15012,54,2,423.04,Mass Regulars,-275.4711941310707
12475,54,1,723.38,Mass Regulars,
17527,54,4,939.37,Mass Regulars,77.69521275456049
15335,54,1,173.97,Mass Regulars,
16363,54,1,109.36,Mass Regulars,
13750,54,5,1647.26,Mass Regulars,45.39573860158246
16737,54,1,417.6,Mass Regulars,
17785,54,1,131.94,Mass Regulars,
17244,54,1,954.9,Mass Regulars,
17205,54,1,384.08,Mass Regulars,
13015,54,5,3346.28,Mass Regulars,436.56936955093283
14443,54,4,1420.2,Mass Regulars,80.22752172998959
16542,54,1,119.62,Mass Regulars,
16389,54,4,1382.07,Mass Regulars,45.343201532847644
15598,54,1,240.68,Mass Regulars,
16932,54,1,161.94,Mass Regulars,
12794,54,2,860.41,Mass Regulars,-240.0686449263087
13265,54,5,2107.66,Mass Regulars,78.03855046304471
14830,54,1,197.13,Mass Regulars,
17206,54,1,204.24,Mass Regulars,
17734,54,3,700.63,Mass Regulars,97.36338862671846
17612,54,6,2048.45,Mass Regulars,117.85806373760383
13923,54,1,351.13,Mass Regulars,
14211,54,9,2241.1,Mass Regulars,102.32567129194737
16563,54,1,1077.74,Mass Regulars,
14841,54,6,3295.76,Mass Regulars,129.05961327527578
13875,54,5,1786.79,Mass Regulars,63.33192236877703
13760,55,2,286.79,Mass Regulars,-133.5219545634611
13034,55,2,642.77,Mass Regulars,-102.81479536649863
12940,55,2,913.54,Mass Regulars,-1290.6752955107982
14780,55,2,447.68,Mass Regulars,-62.52877734642593
15440,55,3,383.68,Mass Regulars,117.72097138169762
15994,55,1,427.07,Mass Regulars,
16052,55,1,362.06,Mass Regulars,
15545,55,2,292.72,Mass Regulars,-184.84650280065733
16206,55,4,537.06,Mass Regulars,51.740586158680586
16934,55,2,950.93,Mass Regulars,
16674,55,2,319.61,Mass Regulars,-538.9439461522644
13878,55,1,1281.53,Mass Regulars,
16394,57,5,1555.34,Mass Regulars,31.790439626467002
17892,57,3,244.1,Mass Regulars,8.30345980723525
15826,57,3,1654.31,Mass Regulars,-352.39137015335046
16239,57,2,414.2,Mass Regulars,-16.78588541969814
17180,57,4,796.03,Mass Regulars,96.13952452495758
16950,57,3,1178.56,Mass Regulars,74.70603300010904
15620,57,3,1553.18,Mass Regulars,223.27569537477174
14937,57,3,1621.88,Mass Regulars,-205.83290606373936
17986,57,1,20.8,Mass Regulars,
16413,57,1,262.2,Mass Regulars,
17771,57,2,245.81,Mass Regulars,-102.38871207584837
13006,57,1,81.57,Mass Regulars,
14567,57,2,1530.36,Mass Regulars,-219.00407938068338
18228,57,2,779.9,Mass Regulars,-216.60007896442417
13213,57,5,1520.58,Mass Regulars,132.32849754190912
16081,57,5,2806.9,Mass Regulars,199.29127037391444
12454,57,1,3528.34,Mass Regulars,
14089,57,1,161.0,Mass Regulars,
13136,57,5,2607.61,Mass Regulars,183.6325338553924
16430,58,1,300.85,Mass Regulars,
12359,58,4,6372.58,Mass Regulars,420.11789345728806
13827,58,3,412.05,Mass Regulars,375.7840909570022
17509,58,8,6115.14,Mass Regulars,684.8192056393676
15272,58,2,721.94,Mass Regulars,-765.8850400185801
12631,58,1,640.5,Mass Regulars,
13858,58,1,216.17,Mass Regulars,
14421,58,2,813.11,Mass Regulars,-81.89733776037367
13853,58,1,1090.14,Mass Regulars,
16121,58,2,867.11,Mass Regulars,-610.4343746700044
13911,58,9,2580.91,Mass Regulars,100.41383856008841
14537,58,1,355.56,Mass Regulars,
12446,58,1,1002.31,Mass Regulars,
17614,58,1,390.07,Mass Regulars,
17279,58,1,187.83,Mass Regulars,
12613,58,5,3344.38,Mass Regulars,296.32434593861916
13487,58,3,575.4,Mass Regulars,82.04004709614213
16773,58,1,171.59,Mass Regulars,
17181,58,2,239.92,Mass Regulars,-100.41383625272968
17169,58,2,835.78,Mass Regulars,-211.2936897438209
16224,58,4,1295.3,Mass Regulars,99.39734444455625
16770,58,5,770.1,Mass Regulars,111.34716392396224
13930,58,2,337.34,Mass Regulars,-60.29402797308894
14975,58,1,279.94,Mass Regulars,
14624,58,2,225.85,Mass Regulars,-7.457535067631488
12876,58,2,2218.02,Mass Regulars,-293.6786238088351
18160,58,2,638.06,Mass Regulars,-165.33497120983395
14976,58,7,790.86,Mass Regulars,79.32583817669739
15367,58,4,1877.59,Mass Regulars,156.33531479359178
16793,58,1,243.84,Mass Regulars,
14555,58,2,324.14,Mass Regulars,-38.795441691636206
16203,59,4,592.9,Mass Regulars,28.711025686179333
13842,59,9,3385.62,Mass Regulars,213.46694769253338
15281,59,9,2332.15,Mass Regulars,109.68944627004228
14541,59,8,1461.65,Mass Regulars,73.86637594077496
16652,59,7,6773.97,Mass Regulars,176.46399594063763
13464,59,1,674.68,Mass Regulars,
14852,59,6,2836.69,Mass Regulars,187.26787012789865
13208,59,6,1223.9,Mass Regulars,114.42480771336575
12667,59,1,620.13,Mass Regulars,
12602,59,1,153.12,Mass Regulars,
15038,59,6,705.49,Mass Regulars,140.38160325477597
13520,59,6,3624.35,Mass Regulars,116.98460761076026
18171,59,5,1231.31,Mass Regulars,81.76481120668261
13865,59,4,501.56,Mass Regulars,41.89181092576836
16753,59,1,223.92,Mass Regulars,
12633,59,4,2163.98,Mass Regulars,128.93311513735097
14642,59,1,96.12,Mass Regulars,
12679,59,4,1113.02,Mass Regulars,31.436780368302056
17190,59,2,444.74,Mass Regulars,-96.69353807961178
15421,59,4,950.36,Mass Regulars,82.23419927791562
18277,59,1,110.38,Mass Regulars,
17913,59,2,411.6,Mass Regulars,-76.1893721134522
17489,59,2,376.64,Mass Regulars,-30.540006680801437
14775,59,3,1011.9,Mass Regulars,28.08734127300984
15831,59,3,801.76,Mass Regulars,122.19195711973565
15840,59,2,355.56,Mass Regulars,-58.230808516448896
14761,59,2,255.9,Mass Regulars,-19.021996823602347
17064,59,3,859.35,Mass Regulars,120.04644048642282
13517,60,3,2128.42,Mass Regulars,270.34022016555394
16171,60,1,73.2,Mass Regulars,
13690,60,1,172.25,Mass Regulars,
16086,60,5,1121.39,Mass Regulars,35.41747744337446
16136,60,3,709.38,Mass Regulars,59.584093942143205
12836,60,4,2612.86,Mass Regulars,265.25834228400134
14857,60,2,1173.12,Mass Regulars,-340.34812552606024
17620,60,1,81.44,Mass Regulars,
12824,60,1,397.12,Mass Regulars,
12772,60,1,892.47,Mass Regulars,
12530,60,4,1662.28,Mass Regulars,79.86054590827645
14175,60,3,3222.3,Mass Regulars,383.4218403830192
13919,60,2,384.81,Mass Regulars,-139.83584104431102
17863,60,6,3160.0,Mass Regulars,63.426208457382685
16861,60,2,173.76,Mass Regulars,-18.433149296458602
14952,60,11,8099.49,Mass Regulars,127.00449901886556
13109,60,2,786.54,Mass Regulars,-205.84733564553525
13627,60,5,1638.47,Mass Regulars,80.37152749414413
16120,60,4,1309.14,Mass Regulars,
15199,60,4,1268.7,Mass Regulars,23.693786862865032
13283,60,2,93.66,Mass Regulars,-21.523233747809613
15553,61,1,437.23,Mass Regulars,
17284,61,6,1652.58,Mass Regulars,82.78756354807656
13666,61,3,84.65,Mass Regulars,-39.01903479591139
17589,61,4,2404.17,Mass Regulars,259.24050016697055
17462,61,2,675.69,Mass Regulars,-122.7626933493407
15304,61,8,694.4,Mass Regulars,39.405223169269604
13373,61,3,3312.25,Mass Regulars,298.68713051658904
17025,61,3,357.77,Mass Regulars,-12.768491297035272
14535,61,3,2864.19,Mass Regulars,541.1470146884865
16982,61,1,384.06,Mass Regulars,
13980,61,1,200.14,Mass Regulars,
18169,61,1,202.65,Mass Regulars,
16385,61,3,555.89,Mass Regulars,73.06107749616898
13224,61,2,2155.95,Mass Regulars,-453.6579365194985
18126,61,1,206.83,Mass Regulars,
16179,61,1,215.83,Mass Regulars,
16776,61,1,388.28,Mass Regulars,
15128,61,4,1471.0,Mass Regulars,77.76682382529754
14529,61,3,620.04,Mass Regulars,687.7874966341935
16395,61,5,1486.9,Mass Regulars,123.52281778874476
17552,61,4,930.41,Mass Regulars,43.47280626468474
14128,61,2,637.5,Mass Regulars,-101.18187453152218
14451,61,2,662.59,Mass Regulars,-255.6403962119298
14665,61,5,1835.7,Mass Regulars,126.9423502198898
17214,61,6,1069.12,Mass Regulars,154.40630042385752
15193,61,1,499.32,Mass Regulars,
14201,61,7,747.44,Mass Regulars,27.693653662778313
14027,61,1,104.82,Mass Regulars,
12607,61,1,1579.51,Mass Regulars,
15211,61,2,894.41,Mass Regulars,-249.18795494186352
15886,61,1,181.09,Mass Regulars,
17648,61,4,1797.5,Mass Regulars,308.766078000998
13352,61,1,397.98,Mass Regulars,
13473,61,2,422.64,Mass Regulars,-72.81111789882863
15756,62,4,532.96,Mass Regulars,220.29618968834586
16104,62,1,302.36,Mass Regulars,
13259,62,1,292.32,Mass Regulars,
18088,62,1,167.67,Mass Regulars,
16921,62,1,169.79,Mass Regulars,
16248,62,1,152.94,Mass Regulars,
16685,62,2,324.24,Mass Regulars,
14801,62,1,193.14,Mass Regulars,
14514,62,3,1055.35,Mass Regulars,114.59931827360649
13193,62,1,117.88,Mass Regulars,
16380,62,1,1780.59,Mass Regulars,
16595,62,1,360.16,Mass Regulars,
15606,62,9,2920.16,Mass Regulars,73.86923809118859
13260,62,1,557.62,Mass Regulars,
16518,62,2,484.32,Mass Regulars,-125.35028343596079
15874,64,7,4405.88,Mass Regulars,179.88036122774784
17030,64,1,146.87,Mass Regulars,
13806,64,1,256.38,Mass Regulars,
16455,64,7,1841.18,Mass Regulars,56.07855362532781
13169,64,2,712.88,Mass Regulars,-29.40554737912891
14067,64,2,374.7,Mass Regulars,-223.42378795401305
16354,64,2,395.8,Mass Regulars,-29.755785791718957
15706,64,4,1060.56,Mass Regulars,170.54488343858293
15815,64,5,2100.6,Mass Regulars,35.67364994548031
13689,64,1,910.0,Mass Regulars,
14029,64,2,467.66,Mass Regulars,-68.34932210457049
18136,64,3,784.33,Mass Regulars,46.739520347162866
12740,64,1,427.6,Mass Regulars,
12492,64,2,263.21,Mass Regulars,-123.9996021766355
14792,64,1,6.2,Mass Regulars,
12781,64,2,826.74,Mass Regulars,-92.95886796287986
13276,64,2,590.93,Mass Regulars,-417.8967629671242
12420,64,1,600.39,Mass Regulars,
12519,64,1,340.84,Mass Regulars,
12394,64,2,1272.48,Mass Regulars,-66.40425556082806
13419,64,1,221.06,Mass Regulars,
13359,64,1,439.56,Mass Regulars,
12885,64,3,1175.22,Mass Regulars,-343.85240541207736
14844,64,4,3189.81,Mass Regulars,186.36947404759934
13587,64,1,712.4,Mass Regulars,
13876,64,1,122.7,Mass Regulars,
13763,64,1,1714.96,Mass Regulars,
16477,64,7,2494.46,Mass Regulars,90.4769992626233
15837,65,1,391.98,Mass Regulars,
15264,65,1,393.74,Mass Regulars,
16432,65,1,287.4,Mass Regulars,
13177,65,1,282.45,Mass Regulars,
15315,65,2,570.5,Mass Regulars,-64.35406707736163
16895,65,1,219.14,Mass Regulars,
15416,65,4,3984.32,Mass Regulars,210.40945306824452
14959,65,4,695.42,Mass Regulars,30.62085636618339
14538,65,2,388.25,Mass Regulars,-105.54753549575061
15518,65,8,1942.45,Mass Regulars,140.6781956267843
13348,65,1,233.76,Mass Regulars,
16184,65,6,1158.79,Mass Regulars,61.50298274218022
13771,65,4,2634.45,Mass Regulars,205.69738288774644
13023,65,2,689.9,Mass Regulars,-359.4606531920287
13602,65,1,428.89,Mass Regulars,
13591,65,3,1117.13,Mass Regulars,102.13730432562977
15937,65,1,145.35,Mass Regulars,
17921,65,4,826.52,Mass Regulars,136.00960937187364
15306,65,3,1174.35,Mass Regulars,175.14809793651074
15300,65,1,496.44,Mass Regulars,
12923,65,1,176.97,Mass Regulars,
13049,65,2,656.68,Mass Regulars,-64.15897227030209
13422,65,1,2626.3,Mass Regulars,
14257,65,5,3099.72,Mass Regulars,90.87811464699911
14518,65,1,174.37,Mass Regulars,
14317,65,1,508.58,Mass Regulars,
14819,65,2,272.07,Mass Regulars,-118.74761186136851
15766,65,1,315.06,Mass Regulars,
13845,65,1,312.98,Mass Regulars,
12939,65,8,11581.8,Mass Regulars,32.24841222737623
16316,65,8,2938.91,Mass Regulars,218.86040343166718
13504,65,1,295.93,Mass Regulars,
13483,66,1,140.34,Mass Regulars,
13989,66,2,1266.08,Mass Regulars,-90.04066443566056
17382,66,1,65.4,Mass Regulars,
15762,66,2,583.75,Mass Regulars,-272.796788097507
13947,66,1,90.6,Mass Regulars,
12789,66,1,91.85,Mass Regulars,
14054,66,1,92.46,Mass Regulars,
14396,66,2,487.99,Mass Regulars,-132.4270418712846
18033,66,1,97.97,Mass Regulars,
16106,66,1,108.38,Mass Regulars,
17483,66,3,414.04,Mass Regulars,53.54583784521678
12843,66,8,1702.26,Mass Regulars,134.9253121530273
15048,66,4,384.05,Mass Regulars,77.48117710133029
15757,66,2,714.42,Mass Regulars,-172.24449621045116
16803,66,1,332.3,Mass Regulars,
15730,66,3,1120.88,Mass Regulars,138.3677400046513
16140,66,2,725.18,Mass Regulars,-75.1715669341432
17222,66,1,354.15,Mass Regulars,
16758,66,1,369.34,Mass Regulars,
17647,66,1,133.06,Mass Regulars,
16040,66,3,1313.55,Mass Regulars,168.6061970904482
15127,66,1,406.53,Mass Regulars,
16160,66,2,1025.44,Mass Regulars,-95.31948382033855
16059,66,6,1459.86,Mass Regulars,165.87713212336254
14389,66,2,1043.46,Mass Regulars,-144.37601682847088
15244,66,2,631.57,Mass Regulars,-112.14840288310803
12413,67,3,758.1,Mass Regulars,45.2430079395136
12457,67,7,2363.23,Mass Regulars,86.1834144454046
14462,67,11,2004.02,Mass Regulars,201.5697600482688
14184,67,1,452.89,Mass Regulars,
15241,67,8,1756.44,Mass Regulars,59.1214426418753
17957,67,1,111.68,Mass Regulars,
15228,67,4,3386.71,Mass Regulars,159.91669712256908
16253,67,2,3683.86,Mass Regulars,-226.41226974931263
13801,67,1,324.8,Mass Regulars,
15739,67,1,449.12,Mass Regulars,
15181,67,3,689.48,Mass Regulars,10.764442236724543
16881,67,1,432.0,Mass Regulars,
15276,67,1,135.31,Mass Regulars,
13317,67,6,2273.68,Mass Regulars,191.4097032935819
16556,67,7,3313.79,Mass Regulars,231.86622092034122
